SurveySectionTitle,Namespace,SurveyIdentifier,QuestionCode,QuestionText,QuestionFormDescriptor
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_14,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop instructional strategies to promote students critical thinking skills",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_2,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for managing student behavior",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_3,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for establishing classroom procedures",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_4,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for teaching English Language Learners",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_5,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for teaching students from diverse racial, ethnic, cultural, and socioeconomic backgrounds",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_6,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for teaching students with special needs",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_7,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for teaching students who are academically gifted",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_8,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Develop strategies for teaching students of varying ability",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS34_9,"14. In your teacher preparation program, how much opportunity did you have to do thefollowing? - Apply state standards to instruction",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS35,15. Please indicate whether or not you completed asupervised student teaching/clinical experience as part of your teacherpreparation program.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS36,16. In what state was your supervised studentteaching experience?,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS37,17. In what school district was your supervised primary student teaching experience?,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS38,18. In what school(s) was your supervised primary student teaching experience?,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS39,19. At what grade level(s) did you have your supervised primary student teachingexperience? Select all that apply.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS4,2. Please indicate the month and year when you became a teacher.,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS40,20. In what subject area(s) did you have your supervised primary student teachingexperience? Select all that apply. - Selected Choice,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS40_10_TEXT,20. In what subject area(s) did you have your supervised primary student teachingexperience? Select all that apply. - Other (please specify) - Text,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS41,"21. My supervised primary student teaching experience was similar to my current job interms of student demographics (e.g., student race/ethnicity, free andreduced-price lunch status, English language learner status, exceptionalchildren status, etc.)",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS42,22. My supervised primary student teaching experience was similar to my currently jobin terms of student performance.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_1,23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Modeled effective teaching strategies,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_2,23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Helped me understand the academic content of the grade-level/sub,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_3,23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Met regularly with me to discuss my progress,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_4,23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Provided me with useful feedback about my teaching,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_5,23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Modeled effective classroom management strategies,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS43_6,"23.To what extent do the following statementsdescribe your cooperating/supervising/mentorteacher(s) during your supervised student teaching?My cooperating/supervising/mentor teacher(s) ... - Allowed me to implement the strategies and techniques I learned ",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_1,24. I feel confident in my ability to: - Set challenging and appropriate goals for student learning and performance,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_10,24. I feel confident in my ability to: - Use technology in the classroom to improve learning outcomes,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_11,"24. I feel confident in my ability to: - Use a variety of assessments (e.g., tests, observations, portfolios, performance tasks) to monitor student learning",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_12,24. I feel confident in my ability to: - Help students assess their own learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_13,24. I feel confident in my ability to: - Analyze student performance data to improve effectiveness,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_14,24. I feel confident in my ability to: - Work with parents and families to better understand and to support their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_2,24. I feel confident in my ability to: - Plan instruction aligned with state standards,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_3,"24. I feel confident in my ability to: - Develop lessons that build on student experiences, interests, and abilities",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_4,24. I feel confident in my ability to: - Maintain the discipline and an orderly purposeful learning environment,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_5,24. I feel confident in my ability to: - Develop positive and supportive relationships with students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_6,24. I feel confident in my ability to: - Develop a classroom environment that promotes respect and group responsibility,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_7,24. I feel confident in my ability to: - Differentiate instruction based on student needs,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_8,24. I feel confident in my ability to: - Provide purposeful feedback to students to guide their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS44_9,24. I feel confident in my ability to: - Help students think critically and solve problems,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS45,"25. If you would like to provide any specific comments about your teaching practices,please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS46,"26. In general, I am satisfied with my current job.",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS47,27. I consider teaching to be my ideal career.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_1,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_10,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_11,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_12,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_13,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_14,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_15,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_16,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_17,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_17_TEXT,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_2,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_3,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_4,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_5,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_6,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_7,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_8,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS48_9,"28. Please rank the top FIVE items that would most improve your job satisfaction,with ""1"" representing the most important item, ""2"" representing the second mostimportant item, ""3"" representing the third most important item, ""4""representing the fourth most",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS49,29. How much longer do you plan on teaching in your current school?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS5,3. Please select the statement that best describes you.,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS50,"30. If you would like to provide any comments about your teaching plans in your current school, please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS51,31. How much longer do you plan on teaching in the state?,uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS52,"32. If you would like to provide any comments about your teaching plans in the state,please feel free to include your comments in the space provided below.",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS6,4. Please indicate the licensure/credential/certification area(s) for which you are currently completing coursework requirements. Note all that apply.,uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS7,"5. What was your academic major(s)/concentration(s) as an undergraduate (e.g., biology, interdisciplinary studies)?",uri://ed-fi.org/QuestionFormDescriptor#Textbox
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS8,"6. Prior to attending a teacher preparation program at UTRGV, had you ever worked as a classroom assistant or substitute teacher?",uri://tpdm.ed-fi.org/QuestionFormDescriptor#Other
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_1,7. How well is your teacher preparation program preparing you to: - Collaborate with colleagues to improve student learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_10,7. How well is your teacher preparation program preparing you to: - Teach in ways that support students with special needs-exceptional children,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_11,7. How well is your teacher preparation program preparing you to: - Teach in ways that support academically gifted students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_12,7. How well is your teacher preparation program preparing you to: - Develop a classroom environment that promotes respect and group responsibility,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_13,7. How well is your teacher preparation program preparing you to: - Demonstrate knowledge of the subject matter you teach,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_14,"7. How well is your teacher preparation program preparing you to: - Teach the concepts, knowledge, and skills of your discipline(s)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_15,7. How well is your teacher preparation program preparing you to: - Align instruction with state standards,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_16,7. How well is your teacher preparation program preparing you to: - Relate classroom teaching to the real world,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_17,7. How well is your teacher preparation program preparing you to: - Use knowledge of student learning and curriculum to plan instruction,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_18,"7. How well is your teacher preparation program preparing you to: - Develop lessons that build on students experiences, interests, and abilities",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_19,"7. How well is your teacher preparation program preparing you to: - Develop a variety of assessments (e.g., tests, observations, portfolios, performance tasks)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_2,7. How well is your teacher preparation program preparing you to: - Set challenging and appropriate goals for student learning and performance,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_20,7. How well is your teacher preparation program preparing you to: - Provide purposeful feedback to students to guide their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_21,7. How well is your teacher preparation program preparing you to: - Differentiate instruction based on student needs,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_22,7. How well is your teacher preparation program preparing you to: - Use technology in the classroom to improve learning outcomes,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_23,7. How well is your teacher preparation program preparing you to: - Help students think critically and solve problems,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_24,7. How well is your teacher preparation program preparing you to: - Develop students questioning and discussion skills,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_25,"7. How well is your teacher preparation program preparing you to: - Analyze student performance data (e.g., formative and summative assessments, standardized tests, performance tasks, etc.)",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_26,7. How well is your teacher preparation program preparing you to: - Adapt practice based on research and student performance data,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_3,7. How well is your teacher preparation program preparing you to: - Empower students to become self-directed and productive learners,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_4,"7. How well is your teacher preparation program preparing you to: - Maintain discipline and an orderly, purposeful learning environment",uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_5,7. How well is your teacher preparation program preparing you to: - Work with parents and families to better understand students and to support their learning,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_6,7. How well is your teacher preparation program preparing you to: - Develop positive and supportive relationships with students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
BTS_1718_SP_F1,uri://tpdm.ed-fi.org,E7B6ED8B-C0D5-47EC-BAC1-E2AAA0391ECD,BTS9_7,7. How well is your teacher preparation program preparing you to: - Create an environment of high expectations for all students,uri://ed-fi.org/QuestionFormDescriptor#Matrix of textboxes
