AidTypeDescriptor,BeginDate,StudentUniqueId,EndDate,AidConditionDescription,AidAmount,PellGrantRecipient
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000217,2017-12-14,NEED BASED,2.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000484,2018-08-17,NEED BASED,6555.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003841,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000230,2018-07-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006131,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000246,2018-05-10,NEED BASED,2377.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002615,2018-07-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002618,2018-05-10,NEED BASED,4103.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000507,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000511,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006141,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006151,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006160,2018-08-17,NEED BASED,3419.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000519,2017-12-14,NEED BASED,335.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000535,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000270,2018-07-10,NEED BASED,7893.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000545,2018-07-10,NEED BASED,6800.6000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000284,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006188,2017-12-14,NEED BASED,1535.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006190,2018-08-17,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002652,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003874,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002660,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000285,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002665,2018-05-10,NEED BASED,2972.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000290,2017-12-14,NEED BASED,935.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002674,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000291,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003900,2017-12-14,NEED BASED,2218.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005031,2017-12-14,NEED BASED,1168.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000628,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000629,2018-05-10,NEED BASED,2220.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001507,2017-12-14,NEED BASED,1480.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006212,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003924,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001521,2017-12-14,NEED BASED,2202.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001522,2018-05-10,NEED BASED,2470.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006219,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000312,2018-05-10,NEED BASED,1232.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002729,2017-12-14,NEED BASED,2220.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000314,2017-12-14,NEED BASED,1477.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006223,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003927,2018-07-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005060,2018-07-10,NEED BASED,6659.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000717,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000720,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003932,2018-05-10,NEED BASED,5470.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006231,2018-08-17,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005065,2018-05-10,NEED BASED,4852.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005076,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001574,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001585,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000775,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000347,2018-05-10,NEED BASED,3700.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002751,2018-08-17,NEED BASED,6697.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006250,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000362,2018-05-10,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001590,2018-05-10,NEED BASED,5670.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000796,2018-05-10,NEED BASED,5070.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003949,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001593,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002775,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005110,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002788,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000372,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000373,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003958,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005120,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002791,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001613,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000826,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005127,2017-12-14,NEED BASED,935.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001620,2018-05-10,NEED BASED,4070.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006282,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005141,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005147,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006288,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001631,2018-05-10,NEED BASED,5870.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000844,2018-08-17,NEED BASED,6010.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005155,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000851,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006296,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006300,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003973,2018-05-10,NEED BASED,4403.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002812,2018-08-17,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000882,2018-08-17,NEED BASED,6338.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000885,2017-12-14,NEED BASED,1480.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000396,2018-05-10,NEED BASED,2635.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002820,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006325,2018-05-10,NEED BASED,970.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003985,2018-05-10,NEED BASED,2315.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006330,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000003994,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002843,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006332,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006334,2017-12-14,NEED BASED,1480.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002851,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000411,2017-12-14,NEED BASED,2435.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004004,2018-08-17,NEED BASED,8655.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000417,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000984,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006350,2018-08-17,NEED BASED,2505.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002864,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005193,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005201,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002867,2018-07-10,NEED BASED,6088.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000986,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002871,2018-05-10,NEED BASED,3474.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001666,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001675,2018-05-10,NEED BASED,3053.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004016,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000989,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002873,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001680,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005211,2018-07-10,NEED BASED,3962.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004026,2018-05-10,NEED BASED,3737.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004030,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002877,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006378,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000435,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002883,2018-05-10,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006379,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001019,2018-08-17,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001020,2018-05-10,NEED BASED,1377.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001029,2018-05-10,NEED BASED,3700.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000450,2018-05-10,NEED BASED,870.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001708,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000456,2018-05-10,NEED BASED,3170.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001040,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006396,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001041,2018-05-10,NEED BASED,2753.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002892,2018-07-10,NEED BASED,7088.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006397,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002900,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001049,2018-08-17,NEED BASED,6964.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004047,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005240,2018-05-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006414,2017-12-14,NEED BASED,2960.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001072,2018-05-10,NEED BASED,3570.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000462,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001082,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005242,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004051,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001718,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000476,2018-05-10,NEED BASED,2070.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006421,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002918,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002920,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005248,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006427,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001119,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000478,2017-12-14,NEED BASED,1480.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001134,2018-05-10,NEED BASED,5137.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000490,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000492,2018-07-10,NEED BASED,5838.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001733,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006437,2018-05-10,NEED BASED,3970.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001148,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000500,2017-12-14,NEED BASED,2127.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001734,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002941,2018-05-10,NEED BASED,5137.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005262,2018-05-10,NEED BASED,4612.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001738,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004086,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001743,2018-08-17,NEED BASED,7338.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002945,2017-12-14,NEED BASED,2220.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002950,2018-08-17,NEED BASED,5213.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004095,2018-05-10,NEED BASED,3570.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001181,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001184,2018-07-10,NEED BASED,4440.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000522,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006454,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001762,2017-12-14,NEED BASED,740.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005278,2017-12-14,NEED BASED,2585.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005281,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001192,2018-05-10,NEED BASED,2336.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006478,2018-08-17,NEED BASED,8055.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005289,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005296,2018-08-17,NEED BASED,8880.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005298,2018-05-10,NEED BASED,1870.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001775,2018-05-10,NEED BASED,5170.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000001778,2018-07-10,NEED BASED,6660.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006507,2018-08-17,NEED BASED,8140.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005300,2018-07-10,NEED BASED,6660.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000546,2018-05-10,NEED BASED,2070.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004124,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004126,2018-05-10,NEED BASED,5180.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000006514,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002966,2018-07-10,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004133,2018-05-10,NEED BASED,3700.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004140,2018-08-17,NEED BASED,7400.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000004146,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000005324,2017-12-14,NEED BASED,2535.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002977,2018-08-17,NEED BASED,3570.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000002980,2018-05-10,NEED BASED,5920.0000,TRUE
uri://tpdm.ed-fi.org/AidTypeDescriptor#Pell Grants,2017-02-22,1000000577,2018-08-17,NEED BASED,7400.0000,TRUE
